image_id,operations
ISIC_0025773,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0032137,"Brightness Normalization, Minimal Enhancement"
ISIC_0031082,"CLAHE, Denoising"
ISIC_0031492,"Brightness Correction, Denoising"
ISIC_0027273,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027035,"Brightness Correction, CLAHE"
ISIC_0028875,"Denoising, Minimal Enhancement"
ISIC_0027132,"Brightness Normalization, Minimal Enhancement"
ISIC_0025998,"Brightness Normalization, Minimal Enhancement"
ISIC_0024719,"Brightness Correction, Minimal Enhancement"
ISIC_0026484,"Brightness Correction, CLAHE, Denoising"
ISIC_0031939,"Denoising, Minimal Enhancement"
ISIC_0027173,"Hair Removal, Denoising"
ISIC_0027943,"Hair Removal, Minimal Enhancement"
ISIC_0028778,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029156,Minimal Enhancement
ISIC_0024648,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030584,"Brightness Normalization, CLAHE"
ISIC_0029399,
ISIC_0030294,"Hair Removal, Denoising"
ISIC_0031861,Minimal Enhancement
ISIC_0030701,"Hair Removal, CLAHE"
ISIC_0028839,Minimal Enhancement
ISIC_0028907,Brightness Correction
ISIC_0028245,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026748,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029663,Minimal Enhancement
ISIC_0027518,
ISIC_0031747,"Hair Removal, Minimal Enhancement"
ISIC_0025258,"Hair Removal, Denoising"
ISIC_0032117,CLAHE
ISIC_0032377,"Brightness Normalization, Minimal Enhancement"
ISIC_0030510,"CLAHE, Denoising"
ISIC_0026648,"Brightness Normalization, CLAHE"
ISIC_0025107,
ISIC_0027686,Minimal Enhancement
ISIC_0030163,"Hair Removal, Brightness Correction, CLAHE"
ISIC_0028954,CLAHE
ISIC_0031723,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0025521,"Brightness Normalization, Minimal Enhancement"
ISIC_0030999,"Brightness Correction, CLAHE"
ISIC_0027592,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025408,"Brightness Correction, Denoising"
ISIC_0026312,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030022,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026821,CLAHE
ISIC_0027081,CLAHE
ISIC_0024713,Minimal Enhancement
ISIC_0031884,CLAHE
ISIC_0024775,Minimal Enhancement
ISIC_0028492,Minimal Enhancement
ISIC_0028409,"CLAHE, Denoising"
ISIC_0027460,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0030799,Denoising
ISIC_0031928,"Hair Removal, Denoising"
ISIC_0030286,Minimal Enhancement
ISIC_0031634,Brightness Correction
ISIC_0031664,"Brightness Normalization, Minimal Enhancement"
ISIC_0028796,
ISIC_0030215,"Denoising, Minimal Enhancement"
ISIC_0026860,Minimal Enhancement
ISIC_0028340,Denoising
ISIC_0031669,Minimal Enhancement
ISIC_0026507,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030861,"Brightness Normalization, Minimal Enhancement"
ISIC_0028363,"Hair Removal, Denoising"
ISIC_0029073,"Hair Removal, Brightness Correction"
ISIC_0024659,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0025949,CLAHE
ISIC_0029757,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029521,Hair Removal
ISIC_0024735,"Brightness Normalization, Minimal Enhancement"
ISIC_0026486,"Brightness Normalization, Minimal Enhancement"
ISIC_0026025,
ISIC_0032237,Minimal Enhancement
ISIC_0027092,"Hair Removal, Denoising"
ISIC_0032053,CLAHE
ISIC_0030327,Minimal Enhancement
ISIC_0025307,"Hair Removal, Brightness Correction, CLAHE"
ISIC_0024434,"Brightness Correction, CLAHE"
ISIC_0025369,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024542,"Brightness Correction, Minimal Enhancement"
ISIC_0030256,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029767,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030379,CLAHE
ISIC_0028516,"Hair Removal, CLAHE"
ISIC_0026221,Brightness Correction
ISIC_0029414,"Brightness Normalization, CLAHE"
ISIC_0032216,"Denoising, Minimal Enhancement"
ISIC_0030213,Minimal Enhancement
ISIC_0028782,
ISIC_0025733,CLAHE
ISIC_0026357,Denoising
ISIC_0025827,Minimal Enhancement
ISIC_0031729,Brightness Correction
ISIC_0027185,"Hair Removal, Denoising"
ISIC_0026686,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026155,CLAHE
ISIC_0032093,"Brightness Normalization, Minimal Enhancement"
ISIC_0024737,Minimal Enhancement
ISIC_0025923,Minimal Enhancement
ISIC_0028140,"Brightness Normalization, CLAHE"
ISIC_0032449,
ISIC_0031665,"Brightness Normalization, Minimal Enhancement"
ISIC_0025058,CLAHE
ISIC_0024616,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024686,"Hair Removal, Minimal Enhancement"
ISIC_0031135,Minimal Enhancement
ISIC_0025011,CLAHE
ISIC_0028407,Minimal Enhancement
ISIC_0027193,"Brightness Normalization, CLAHE"
ISIC_0029137,
ISIC_0025935,"Brightness Normalization, Minimal Enhancement"
ISIC_0029299,Minimal Enhancement
ISIC_0029605,"Hair Removal, Denoising"
ISIC_0025174,Minimal Enhancement
ISIC_0025348,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0024956,Minimal Enhancement
ISIC_0027274,Minimal Enhancement
ISIC_0031767,"Brightness Normalization, Minimal Enhancement"
ISIC_0029467,
ISIC_0031110,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026257,CLAHE
ISIC_0031587,Minimal Enhancement
ISIC_0029782,Brightness Correction
ISIC_0030103,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031370,"Brightness Normalization, CLAHE"
ISIC_0025067,CLAHE
ISIC_0029649,CLAHE
ISIC_0032255,Denoising
ISIC_0028661,CLAHE
ISIC_0026127,Minimal Enhancement
ISIC_0028483,Brightness Correction
ISIC_0031990,"CLAHE, Denoising"
ISIC_0027245,Brightness Correction
ISIC_0031914,"Hair Removal, CLAHE, Denoising"
ISIC_0031382,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0027272,"Hair Removal, CLAHE, Denoising"
ISIC_0032252,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031739,"Brightness Normalization, CLAHE"
ISIC_0024532,Minimal Enhancement
ISIC_0026162,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027028,"Brightness Normalization, CLAHE"
ISIC_0026344,"Brightness Normalization, CLAHE"
ISIC_0028855,"Brightness Normalization, Minimal Enhancement"
ISIC_0031227,Minimal Enhancement
ISIC_0027940,"Hair Removal, CLAHE, Denoising"
ISIC_0026380,"Brightness Normalization, Minimal Enhancement"
ISIC_0029497,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027602,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030398,Minimal Enhancement
ISIC_0029710,"Brightness Correction, CLAHE, Denoising"
ISIC_0026864,CLAHE
ISIC_0028074,Hair Removal
ISIC_0031855,"Brightness Normalization, CLAHE"
ISIC_0029398,Denoising
ISIC_0027380,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0028986,"Brightness Normalization, Minimal Enhancement"
ISIC_0028187,Minimal Enhancement
ISIC_0024398,CLAHE
ISIC_0032038,Minimal Enhancement
ISIC_0032171,"Brightness Correction, Minimal Enhancement"
ISIC_0030250,"Brightness Normalization, Denoising"
ISIC_0027655,CLAHE
ISIC_0024895,"Brightness Correction, Denoising"
ISIC_0030330,"Hair Removal, Minimal Enhancement"
ISIC_0029852,Minimal Enhancement
ISIC_0027372,"Brightness Normalization, Minimal Enhancement"
ISIC_0026750,CLAHE
ISIC_0030869,
ISIC_0030395,"Brightness Normalization, CLAHE"
ISIC_0025852,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032403,Brightness Correction
ISIC_0029949,"Brightness Normalization, Minimal Enhancement"
ISIC_0025190,"CLAHE, Denoising"
ISIC_0030222,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026058,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031553,"Hair Removal, Denoising"
ISIC_0028942,Minimal Enhancement
ISIC_0028748,"Brightness Correction, CLAHE"
ISIC_0025920,
ISIC_0027321,"Brightness Normalization, Minimal Enhancement"
ISIC_0031235,"Brightness Normalization, Minimal Enhancement"
ISIC_0028391,Hair Removal
ISIC_0029768,"Brightness Correction, Minimal Enhancement"
ISIC_0029261,"Brightness Correction, CLAHE"
ISIC_0026228,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028036,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031878,Minimal Enhancement
ISIC_0029047,
ISIC_0030494,Hair Removal
ISIC_0029086,CLAHE
ISIC_0027182,
ISIC_0027543,"Hair Removal, Denoising"
ISIC_0030987,"Brightness Normalization, CLAHE"
ISIC_0030527,Minimal Enhancement
ISIC_0028055,CLAHE
ISIC_0030359,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0024460,Minimal Enhancement
ISIC_0026535,Brightness Correction
ISIC_0024399,"Brightness Normalization, Minimal Enhancement"
ISIC_0026602,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029338,Minimal Enhancement
ISIC_0029205,Minimal Enhancement
ISIC_0025608,"Brightness Normalization, Minimal Enhancement"
ISIC_0029122,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026338,"Brightness Normalization, Minimal Enhancement"
ISIC_0032298,Brightness Correction
ISIC_0029732,"Brightness Correction, CLAHE"
ISIC_0024603,
ISIC_0026387,Hair Removal
ISIC_0027296,Minimal Enhancement
ISIC_0027641,"Brightness Correction, Minimal Enhancement"
ISIC_0029868,"Brightness Correction, CLAHE"
ISIC_0025429,Minimal Enhancement
ISIC_0026548,"Brightness Correction, CLAHE"
ISIC_0031687,CLAHE
ISIC_0027134,Minimal Enhancement
ISIC_0026635,"Hair Removal, Denoising"
ISIC_0026771,Minimal Enhancement
ISIC_0027647,"Brightness Normalization, CLAHE"
ISIC_0031992,"CLAHE, Denoising"
ISIC_0031810,CLAHE
ISIC_0028895,"Brightness Normalization, Minimal Enhancement"
ISIC_0029626,Brightness Correction
ISIC_0032416,"Brightness Normalization, Minimal Enhancement"
ISIC_0029175,CLAHE
ISIC_0025480,"Brightness Correction, CLAHE"
ISIC_0029622,"Brightness Correction, Denoising"
ISIC_0027879,Minimal Enhancement
ISIC_0024536,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030763,CLAHE
ISIC_0029587,"Brightness Normalization, Minimal Enhancement"
ISIC_0031846,"Brightness Correction, Minimal Enhancement"
ISIC_0026685,"Brightness Normalization, Minimal Enhancement"
ISIC_0025896,CLAHE
ISIC_0031022,"Brightness Normalization, Minimal Enhancement"
ISIC_0029478,"Hair Removal, Denoising"
ISIC_0029019,Brightness Correction
ISIC_0028204,"Brightness Correction, CLAHE, Denoising"
ISIC_0026724,Brightness Correction
ISIC_0032386,"Brightness Correction, CLAHE"
ISIC_0030199,Minimal Enhancement
ISIC_0026392,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0028398,"Brightness Correction, Minimal Enhancement"
ISIC_0032275,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0032264,Denoising
ISIC_0029365,"Brightness Normalization, CLAHE"
ISIC_0030823,Brightness Correction
ISIC_0029941,Minimal Enhancement
ISIC_0030147,Brightness Correction
ISIC_0025503,"Brightness Correction, CLAHE"
ISIC_0028278,"Brightness Correction, Minimal Enhancement"
ISIC_0029691,"Hair Removal, Denoising"
ISIC_0028394,"Hair Removal, Brightness Normalization"
ISIC_0027687,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031551,"Hair Removal, Denoising"
ISIC_0025728,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024508,"Brightness Normalization, Minimal Enhancement"
ISIC_0029882,"Hair Removal, Brightness Correction"
ISIC_0030924,Hair Removal
ISIC_0026066,"Hair Removal, Minimal Enhancement"
ISIC_0024769,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027955,Brightness Correction
ISIC_0031862,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025494,
ISIC_0029611,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0027289,"Brightness Correction, CLAHE"
ISIC_0024645,"Brightness Correction, Denoising"
ISIC_0030178,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028742,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029058,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026918,Minimal Enhancement
ISIC_0031608,"Brightness Correction, CLAHE"
ISIC_0025913,"Brightness Normalization, CLAHE"
ISIC_0026642,Minimal Enhancement
ISIC_0031590,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0032064,"Brightness Normalization, CLAHE"
ISIC_0026331,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027362,"Hair Removal, Brightness Correction, CLAHE"
ISIC_0030475,
ISIC_0024689,"Brightness Normalization, Minimal Enhancement"
ISIC_0032464,Minimal Enhancement
ISIC_0028046,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028382,Minimal Enhancement
ISIC_0025333,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028691,CLAHE
ISIC_0026082,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029379,CLAHE
ISIC_0032483,"Brightness Correction, CLAHE"
ISIC_0027508,
ISIC_0032032,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0030624,"Hair Removal, CLAHE, Denoising"
ISIC_0028161,"Hair Removal, Brightness Correction"
ISIC_0024953,Minimal Enhancement
ISIC_0025023,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025186,CLAHE
ISIC_0027749,"Brightness Normalization, Minimal Enhancement"
ISIC_0029446,CLAHE
ISIC_0029380,Minimal Enhancement
ISIC_0029593,Minimal Enhancement
ISIC_0027603,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0030703,"Brightness Correction, Denoising"
ISIC_0030467,
ISIC_0025462,"Hair Removal, Denoising"
ISIC_0028432,
ISIC_0028491,"Brightness Correction, CLAHE"
ISIC_0024320,
ISIC_0032503,Minimal Enhancement
ISIC_0025211,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029948,Denoising
ISIC_0028824,
ISIC_0030228,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028541,"Brightness Normalization, Minimal Enhancement"
ISIC_0028521,Brightness Correction
ISIC_0025762,"Hair Removal, Denoising"
ISIC_0029433,Minimal Enhancement
ISIC_0028470,"Hair Removal, Denoising"
ISIC_0025586,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025114,
ISIC_0029922,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025721,CLAHE
ISIC_0029042,"Brightness Normalization, Minimal Enhancement"
ISIC_0026418,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0032062,Brightness Correction
ISIC_0030386,"Brightness Normalization, Minimal Enhancement"
ISIC_0032401,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030252,
ISIC_0024528,"Brightness Correction, CLAHE"
ISIC_0026102,Brightness Correction
ISIC_0024699,CLAHE
ISIC_0029240,"Brightness Normalization, Minimal Enhancement"
ISIC_0025204,"Brightness Correction, Minimal Enhancement"
ISIC_0028000,"Brightness Normalization, Minimal Enhancement"
ISIC_0027934,"Hair Removal, Denoising"
ISIC_0030713,Minimal Enhancement
ISIC_0028634,"Brightness Normalization, Minimal Enhancement"
ISIC_0028506,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028256,"Brightness Normalization, Minimal Enhancement"
ISIC_0025858,Brightness Correction
ISIC_0024844,"Brightness Normalization, Minimal Enhancement"
ISIC_0027824,"CLAHE, Denoising"
ISIC_0031262,"Brightness Normalization, Minimal Enhancement"
ISIC_0024551,CLAHE
ISIC_0027611,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0031493,"Brightness Correction, Denoising"
ISIC_0027993,Brightness Correction
ISIC_0027599,"Hair Removal, Denoising"
ISIC_0024613,Minimal Enhancement
ISIC_0031574,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032473,"Brightness Correction, Minimal Enhancement"
ISIC_0031834,Minimal Enhancement
ISIC_0025624,"Brightness Correction, Minimal Enhancement"
ISIC_0027161,"Hair Removal, CLAHE"
ISIC_0026667,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025882,CLAHE
ISIC_0028070,CLAHE
ISIC_0030309,Brightness Correction
ISIC_0030895,Minimal Enhancement
ISIC_0031336,"CLAHE, Minimal Enhancement"
ISIC_0032010,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027391,"Brightness Normalization, Minimal Enhancement"
ISIC_0025770,CLAHE
ISIC_0032224,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031264,Brightness Correction
ISIC_0026639,Denoising
ISIC_0031979,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031680,"Brightness Normalization, Minimal Enhancement"
ISIC_0026917,"Brightness Normalization, Minimal Enhancement"
ISIC_0025207,CLAHE
ISIC_0029738,Minimal Enhancement
ISIC_0031627,Minimal Enhancement
ISIC_0027804,"Hair Removal, CLAHE, Denoising"
ISIC_0031828,"Hair Removal, Denoising"
ISIC_0025395,"Brightness Normalization, CLAHE"
ISIC_0030304,"Brightness Normalization, Minimal Enhancement"
ISIC_0030982,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025445,
ISIC_0024509,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0031419,"Brightness Normalization, Denoising"
ISIC_0031949,"Hair Removal, Denoising"
ISIC_0028996,CLAHE
ISIC_0029586,CLAHE
ISIC_0027059,
ISIC_0028405,"Brightness Normalization, Minimal Enhancement"
ISIC_0031840,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027483,CLAHE
ISIC_0032041,Denoising
ISIC_0028740,"Brightness Normalization, Minimal Enhancement"
ISIC_0024629,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025189,
ISIC_0024549,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032160,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0031491,"Brightness Normalization, Minimal Enhancement"
ISIC_0032178,CLAHE
ISIC_0028788,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032451,CLAHE
ISIC_0029625,"Brightness Normalization, CLAHE"
ISIC_0030169,"Brightness Normalization, Minimal Enhancement"
ISIC_0025845,"Brightness Normalization, Minimal Enhancement"
ISIC_0031444,Minimal Enhancement
ISIC_0032452,"Brightness Correction, CLAHE"
ISIC_0028563,"Brightness Normalization, Minimal Enhancement"
ISIC_0030779,"Brightness Normalization, Minimal Enhancement"
ISIC_0029681,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0028485,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027656,"Brightness Normalization, CLAHE"
ISIC_0027014,"Hair Removal, Denoising"
ISIC_0030113,Minimal Enhancement
ISIC_0030100,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027459,"Hair Removal, Denoising"
ISIC_0027913,Brightness Correction
ISIC_0028206,"Brightness Normalization, Minimal Enhancement"
ISIC_0028374,"Brightness Normalization, Minimal Enhancement"
ISIC_0025991,Minimal Enhancement
ISIC_0024335,"Brightness Normalization, CLAHE"
ISIC_0024785,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024614,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027705,"Hair Removal, CLAHE"
ISIC_0025566,"Brightness Correction, Minimal Enhancement"
ISIC_0028134,Minimal Enhancement
ISIC_0024783,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028259,"Brightness Normalization, Minimal Enhancement"
ISIC_0026187,"Brightness Correction, CLAHE"
ISIC_0025962,Minimal Enhancement
ISIC_0024347,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029631,
ISIC_0029754,CLAHE
ISIC_0028176,"Brightness Correction, CLAHE"
ISIC_0031736,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028806,"CLAHE, Denoising"
ISIC_0028416,"Brightness Normalization, Minimal Enhancement"
ISIC_0024607,Minimal Enhancement
ISIC_0025382,Brightness Correction
ISIC_0029692,"Brightness Normalization, Minimal Enhancement"
ISIC_0030572,CLAHE
ISIC_0030931,"Brightness Normalization, Minimal Enhancement"
ISIC_0028717,"Hair Removal, Denoising"
ISIC_0024499,"Hair Removal, Minimal Enhancement"
ISIC_0028181,Brightness Correction
ISIC_0027131,CLAHE
ISIC_0026196,"Denoising, Minimal Enhancement"
ISIC_0028203,"Brightness Normalization, Minimal Enhancement"
ISIC_0025853,Minimal Enhancement
ISIC_0025077,"Brightness Normalization, Minimal Enhancement"
ISIC_0032167,CLAHE
ISIC_0030084,Brightness Correction
ISIC_0029428,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031324,"Brightness Normalization, Minimal Enhancement"
ISIC_0029158,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0025306,CLAHE
ISIC_0024903,"Brightness Normalization, Minimal Enhancement"
ISIC_0031514,"Brightness Normalization, Minimal Enhancement"
ISIC_0024413,"Brightness Correction, CLAHE"
ISIC_0024724,"Denoising, Minimal Enhancement"
ISIC_0031058,
ISIC_0026428,"Brightness Normalization, CLAHE"
ISIC_0029114,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030577,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026356,"Brightness Correction, Minimal Enhancement"
ISIC_0027555,Minimal Enhancement
ISIC_0031538,"Hair Removal, Minimal Enhancement"
ISIC_0028886,"Brightness Normalization, Minimal Enhancement"
ISIC_0025420,CLAHE
ISIC_0026204,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030288,Brightness Correction
ISIC_0028753,"Brightness Normalization, Minimal Enhancement"
ISIC_0025495,"Brightness Normalization, Minimal Enhancement"
ISIC_0032351,Minimal Enhancement
ISIC_0027521,"Brightness Correction, CLAHE"
ISIC_0025423,"Brightness Normalization, CLAHE, Denoising"
ISIC_0024993,"Brightness Correction, CLAHE"
ISIC_0029144,Minimal Enhancement
ISIC_0024442,Minimal Enhancement
ISIC_0027619,Brightness Correction
ISIC_0027746,"Hair Removal, Minimal Enhancement"
ISIC_0030438,"Brightness Normalization, Minimal Enhancement"
ISIC_0031155,"Brightness Correction, Minimal Enhancement"
ISIC_0030939,"Brightness Correction, Minimal Enhancement"
ISIC_0031179,Minimal Enhancement
ISIC_0024847,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030212,"Brightness Correction, Denoising"
ISIC_0026612,Brightness Correction
ISIC_0031129,"Brightness Normalization, Minimal Enhancement"
ISIC_0029590,"Brightness Correction, CLAHE"
ISIC_0030043,CLAHE
ISIC_0029451,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029990,CLAHE
ISIC_0029648,Minimal Enhancement
ISIC_0030671,Brightness Correction
ISIC_0026662,
ISIC_0026088,
ISIC_0030667,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0024742,"Brightness Normalization, Minimal Enhancement"
ISIC_0032127,Minimal Enhancement
ISIC_0029136,"Brightness Correction, CLAHE"
ISIC_0028013,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024622,"CLAHE, Denoising"
ISIC_0024905,"Hair Removal, Denoising"
ISIC_0025203,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0030686,Minimal Enhancement
ISIC_0026627,Minimal Enhancement
ISIC_0030881,Brightness Correction
ISIC_0029375,"Brightness Normalization, Minimal Enhancement"
ISIC_0029487,"Hair Removal, Minimal Enhancement"
ISIC_0025185,CLAHE
ISIC_0029935,CLAHE
ISIC_0025750,"Hair Removal, CLAHE, Denoising"
ISIC_0028781,CLAHE
ISIC_0030506,"Brightness Normalization, Minimal Enhancement"
ISIC_0028093,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0031994,Minimal Enhancement
ISIC_0032122,"Brightness Normalization, Minimal Enhancement"
ISIC_0029186,"Hair Removal, Denoising"
ISIC_0026509,"Brightness Correction, Minimal Enhancement"
ISIC_0029131,"Denoising, Minimal Enhancement"
ISIC_0031210,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0027618,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024677,"Hair Removal, Brightness Correction, CLAHE"
ISIC_0029304,
ISIC_0032286,"Hair Removal, CLAHE"
ISIC_0024591,
ISIC_0030392,Minimal Enhancement
ISIC_0029228,Brightness Correction
ISIC_0025821,"Brightness Normalization, Minimal Enhancement"
ISIC_0029237,"Hair Removal, Denoising"
ISIC_0028274,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027449,Minimal Enhancement
ISIC_0025886,
ISIC_0028269,Denoising
ISIC_0031075,"Brightness Normalization, Minimal Enhancement"
ISIC_0030631,Brightness Correction
ISIC_0026160,"Brightness Correction, CLAHE"
ISIC_0029960,"Brightness Normalization, Minimal Enhancement"
ISIC_0024506,Brightness Correction
ISIC_0030716,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030476,CLAHE
ISIC_0024764,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028072,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027330,Minimal Enhancement
ISIC_0027243,"Denoising, Minimal Enhancement"
ISIC_0031067,CLAHE
ISIC_0026047,Minimal Enhancement
ISIC_0031549,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027743,"Hair Removal, CLAHE"
ISIC_0024558,CLAHE
ISIC_0026985,"Brightness Normalization, CLAHE, Denoising"
ISIC_0028096,"Brightness Correction, CLAHE"
ISIC_0031214,"Brightness Normalization, Minimal Enhancement"
ISIC_0025111,Brightness Correction
ISIC_0030482,Minimal Enhancement
ISIC_0024670,Minimal Enhancement
ISIC_0025829,Minimal Enhancement
ISIC_0031902,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031073,CLAHE
ISIC_0029325,CLAHE
ISIC_0024633,"Hair Removal, Denoising"
ISIC_0024766,Brightness Correction
ISIC_0031842,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029853,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027015,Minimal Enhancement
ISIC_0030834,Brightness Correction
ISIC_0026463,"Brightness Correction, CLAHE"
ISIC_0031856,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031684,"Hair Removal, Brightness Correction"
ISIC_0027923,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029283,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026721,"Hair Removal, CLAHE, Denoising"
ISIC_0026405,
ISIC_0024889,"Hair Removal, Brightness Normalization, CLAHE"
ISIC_0028672,"CLAHE, Denoising"
ISIC_0026078,"Hair Removal, Brightness Normalization, CLAHE, Denoising"
ISIC_0030071,Brightness Correction
ISIC_0025502,Brightness Correction
ISIC_0025163,"Hair Removal, Brightness Correction"
ISIC_0026997,"Hair Removal, Denoising"
ISIC_0025280,Minimal Enhancement
ISIC_0026164,"Brightness Normalization, CLAHE"
ISIC_0030471,Minimal Enhancement
ISIC_0030132,"Brightness Normalization, CLAHE"
ISIC_0029321,"Brightness Normalization, CLAHE"
ISIC_0024921,"Brightness Correction, Minimal Enhancement"
